path,source_path,label,label_name,clip_id,source_file_name,manual_label,video_duration,time_of_event,time_of_alert,clip_start_time,clip_end_time,event_center_time,light_conditions,weather,scene
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00372.mp4,data/nexar_collision_prediction/train/positive/00372.mp4,1,collision,nexar_train_positive_00372,00372.mp4,collision,40.667,19.967,17.867,14.967,24.967,19.967,Normal,Cloudy,Sub-urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00905.mp4,data/nexar_collision_prediction/train/positive/00905.mp4,0,near_miss,nexar_train_positive_00905,00905.mp4,near_miss,18.0,10.657,8.859,5.657,15.657,10.657,Normal,Clear,Industrial
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00783.mp4,data/nexar_collision_prediction/train/positive/00783.mp4,0,near_miss,nexar_train_positive_00783,00783.mp4,near_miss,40.033,21.265,20.35,16.265,26.265,21.265,Twilight,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00055.mp4,data/nexar_collision_prediction/train/positive/00055.mp4,1,collision,nexar_train_positive_00055,00055.mp4,collision,40.633,19.133,17.8,14.133,24.133,19.133,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00295.mp4,data/nexar_collision_prediction/train/positive/00295.mp4,0,near_miss,nexar_train_positive_00295,00295.mp4,near_miss,40.2,19.133,18.167,14.133,24.133,19.133,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00688.mp4,data/nexar_collision_prediction/train/positive/00688.mp4,0,near_miss,nexar_train_positive_00688,00688.mp4,near_miss,39.279,19.306,16.192,14.306,24.306,19.306,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00911.mp4,data/nexar_collision_prediction/train/positive/00911.mp4,0,near_miss,nexar_train_positive_00911,00911.mp4,near_miss,39.21,19.122,18.162,14.122,24.122,19.122,Normal,Clear,Other
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00739.mp4,data/nexar_collision_prediction/train/positive/00739.mp4,0,near_miss,nexar_train_positive_00739,00739.mp4,near_miss,40.065,19.308,16.825,14.308,24.308,19.308,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00581.mp4,data/nexar_collision_prediction/train/positive/00581.mp4,0,near_miss,nexar_train_positive_00581,00581.mp4,near_miss,40.691,19.91,18.139,14.91,24.91,19.91,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00358.mp4,data/nexar_collision_prediction/train/positive/00358.mp4,1,collision,nexar_train_positive_00358,00358.mp4,collision,40.2,19.233,16.1,14.233,24.233,19.233,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00750.mp4,data/nexar_collision_prediction/train/positive/00750.mp4,0,near_miss,nexar_train_positive_00750,00750.mp4,near_miss,39.727,21.025,19.426,16.025,26.025,21.025,Normal,Clear,Other
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00321.mp4,data/nexar_collision_prediction/train/positive/00321.mp4,1,collision,nexar_train_positive_00321,00321.mp4,collision,39.467,19.067,17.867,14.067,24.067,19.067,Normal,Rain,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00460.mp4,data/nexar_collision_prediction/train/positive/00460.mp4,1,collision,nexar_train_positive_00460,00460.mp4,collision,40.328,20.047,18.38,15.047,25.047,20.047,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00151.mp4,data/nexar_collision_prediction/train/positive/00151.mp4,1,collision,nexar_train_positive_00151,00151.mp4,collision,40.234,20.32,18.252,15.32,25.32,20.32,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00111.mp4,data/nexar_collision_prediction/train/positive/00111.mp4,1,collision,nexar_train_positive_00111,00111.mp4,collision,40.133,19.783,18.167,14.783,24.783,19.783,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00369.mp4,data/nexar_collision_prediction/train/positive/00369.mp4,1,collision,nexar_train_positive_00369,00369.mp4,collision,40.0,20.167,17.7,15.167,25.167,20.167,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00842.mp4,data/nexar_collision_prediction/train/positive/00842.mp4,0,near_miss,nexar_train_positive_00842,00842.mp4,near_miss,39.638,20.045,18.667,15.045,25.045,20.045,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00558.mp4,data/nexar_collision_prediction/train/positive/00558.mp4,0,near_miss,nexar_train_positive_00558,00558.mp4,near_miss,40.262,20.266,17.945,15.266,25.266,20.266,Normal,Rain,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_01008.mp4,data/nexar_collision_prediction/train/positive/01008.mp4,0,near_miss,nexar_train_positive_01008,01008.mp4,near_miss,19.0,11.699,9.132,6.699,16.699,11.699,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00401.mp4,data/nexar_collision_prediction/train/positive/00401.mp4,1,collision,nexar_train_positive_00401,00401.mp4,collision,40.033,21.85,21.167,16.85,26.85,21.85,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00047.mp4,data/nexar_collision_prediction/train/positive/00047.mp4,1,collision,nexar_train_positive_00047,00047.mp4,collision,40.433,19.567,18.4,14.567,24.567,19.567,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00105.mp4,data/nexar_collision_prediction/train/positive/00105.mp4,1,collision,nexar_train_positive_00105,00105.mp4,collision,40.567,20.1,19.267,15.1,25.1,20.1,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00158.mp4,data/nexar_collision_prediction/train/positive/00158.mp4,0,near_miss,nexar_train_positive_00158,00158.mp4,near_miss,40.733,22.867,20.733,17.867,27.867,22.867,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00251.mp4,data/nexar_collision_prediction/train/positive/00251.mp4,0,near_miss,nexar_train_positive_00251,00251.mp4,near_miss,40.377,18.682,18.306,13.682,23.682,18.682,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00189.mp4,data/nexar_collision_prediction/train/positive/00189.mp4,1,collision,nexar_train_positive_00189,00189.mp4,collision,39.03,20.335,18.098,15.335,25.335,20.335,Twilight,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00380.mp4,data/nexar_collision_prediction/train/positive/00380.mp4,0,near_miss,nexar_train_positive_00380,00380.mp4,near_miss,40.233,19.433,18.967,14.433,24.433,19.433,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00952.mp4,data/nexar_collision_prediction/train/positive/00952.mp4,0,near_miss,nexar_train_positive_00952,00952.mp4,near_miss,40.295,19.448,18.63,14.448,24.448,19.448,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00880.mp4,data/nexar_collision_prediction/train/positive/00880.mp4,0,near_miss,nexar_train_positive_00880,00880.mp4,near_miss,40.2,19.4,18.5,14.4,24.4,19.4,Normal,Cloudy,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00317.mp4,data/nexar_collision_prediction/train/positive/00317.mp4,1,collision,nexar_train_positive_00317,00317.mp4,collision,19.0,7.333,5.533,2.333,12.333,7.333,Dark,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00422.mp4,data/nexar_collision_prediction/train/positive/00422.mp4,1,collision,nexar_train_positive_00422,00422.mp4,collision,40.163,20.048,18.546,15.048,25.048,20.048,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00698.mp4,data/nexar_collision_prediction/train/positive/00698.mp4,0,near_miss,nexar_train_positive_00698,00698.mp4,near_miss,39.767,20.767,19.433,15.767,25.767,20.767,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00667.mp4,data/nexar_collision_prediction/train/positive/00667.mp4,0,near_miss,nexar_train_positive_00667,00667.mp4,near_miss,40.067,18.033,17.067,13.033,23.033,18.033,Twilight,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00913.mp4,data/nexar_collision_prediction/train/positive/00913.mp4,0,near_miss,nexar_train_positive_00913,00913.mp4,near_miss,40.167,18.967,17.067,13.967,23.967,18.967,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00496.mp4,data/nexar_collision_prediction/train/positive/00496.mp4,1,collision,nexar_train_positive_00496,00496.mp4,collision,39.379,19.22,17.817,14.22,24.22,19.22,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00240.mp4,data/nexar_collision_prediction/train/positive/00240.mp4,1,collision,nexar_train_positive_00240,00240.mp4,collision,40.196,19.492,18.546,14.492,24.492,19.492,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00947.mp4,data/nexar_collision_prediction/train/positive/00947.mp4,0,near_miss,nexar_train_positive_00947,00947.mp4,near_miss,40.0,19.733,18.567,14.733,24.733,19.733,Twilight,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00547.mp4,data/nexar_collision_prediction/train/positive/00547.mp4,1,collision,nexar_train_positive_00547,00547.mp4,collision,40.833,19.967,17.8,14.967,24.967,19.967,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00495.mp4,data/nexar_collision_prediction/train/positive/00495.mp4,1,collision,nexar_train_positive_00495,00495.mp4,collision,40.433,19.217,17.033,14.217,24.217,19.217,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00734.mp4,data/nexar_collision_prediction/train/positive/00734.mp4,0,near_miss,nexar_train_positive_00734,00734.mp4,near_miss,40.229,19.442,15.357,14.442,24.442,19.442,Normal,Rain,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00704.mp4,data/nexar_collision_prediction/train/positive/00704.mp4,0,near_miss,nexar_train_positive_00704,00704.mp4,near_miss,39.128,18.394,17.456,13.394,23.394,18.394,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00291.mp4,data/nexar_collision_prediction/train/positive/00291.mp4,0,near_miss,nexar_train_positive_00291,00291.mp4,near_miss,37.516,17.647,15.229,12.647,22.647,17.647,Normal,Cloudy,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00100.mp4,data/nexar_collision_prediction/train/positive/00100.mp4,0,near_miss,nexar_train_positive_00100,00100.mp4,near_miss,38.767,18.467,17.233,13.467,23.467,18.467,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00795.mp4,data/nexar_collision_prediction/train/positive/00795.mp4,0,near_miss,nexar_train_positive_00795,00795.mp4,near_miss,40.817,20.706,16.493,15.706,25.706,20.706,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00054.mp4,data/nexar_collision_prediction/train/positive/00054.mp4,1,collision,nexar_train_positive_00054,00054.mp4,collision,40.3,19.3,17.767,14.3,24.3,19.3,Twilight,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00169.mp4,data/nexar_collision_prediction/train/positive/00169.mp4,1,collision,nexar_train_positive_00169,00169.mp4,collision,39.968,19.903,18.742,14.903,24.903,19.903,Normal,Rain,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00809.mp4,data/nexar_collision_prediction/train/positive/00809.mp4,0,near_miss,nexar_train_positive_00809,00809.mp4,near_miss,40.033,20.067,17.9,15.067,25.067,20.067,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00540.mp4,data/nexar_collision_prediction/train/positive/00540.mp4,1,collision,nexar_train_positive_00540,00540.mp4,collision,40.294,20.747,20.158,15.747,25.747,20.747,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00486.mp4,data/nexar_collision_prediction/train/positive/00486.mp4,1,collision,nexar_train_positive_00486,00486.mp4,collision,18.0,9.561,7.896,4.561,14.561,9.561,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00387.mp4,data/nexar_collision_prediction/train/positive/00387.mp4,0,near_miss,nexar_train_positive_00387,00387.mp4,near_miss,39.669,16.847,15.159,11.847,21.847,16.847,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00820.mp4,data/nexar_collision_prediction/train/positive/00820.mp4,0,near_miss,nexar_train_positive_00820,00820.mp4,near_miss,40.033,20.1,17.9,15.1,25.1,20.1,Twilight,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00917.mp4,data/nexar_collision_prediction/train/positive/00917.mp4,0,near_miss,nexar_train_positive_00917,00917.mp4,near_miss,40.067,21.667,18.133,16.667,26.667,21.667,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_01024.mp4,data/nexar_collision_prediction/train/positive/01024.mp4,0,near_miss,nexar_train_positive_01024,01024.mp4,near_miss,40.3,20.667,17.633,15.667,25.667,20.667,Bright,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00344.mp4,data/nexar_collision_prediction/train/positive/00344.mp4,1,collision,nexar_train_positive_00344,00344.mp4,collision,40.164,19.947,17.462,14.947,24.947,19.947,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00976.mp4,data/nexar_collision_prediction/train/positive/00976.mp4,0,near_miss,nexar_train_positive_00976,00976.mp4,near_miss,40.334,19.887,18.352,14.887,24.887,19.887,Normal,Clear,Sub-urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00700.mp4,data/nexar_collision_prediction/train/positive/00700.mp4,0,near_miss,nexar_train_positive_00700,00700.mp4,near_miss,39.231,19.92,18.252,14.92,24.92,19.92,Twilight,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00583.mp4,data/nexar_collision_prediction/train/positive/00583.mp4,0,near_miss,nexar_train_positive_00583,00583.mp4,near_miss,40.588,20.744,18.816,15.744,25.744,20.744,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00433.mp4,data/nexar_collision_prediction/train/positive/00433.mp4,0,near_miss,nexar_train_positive_00433,00433.mp4,near_miss,39.967,21.8,18.967,16.8,26.8,21.8,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00493.mp4,data/nexar_collision_prediction/train/positive/00493.mp4,1,collision,nexar_train_positive_00493,00493.mp4,collision,40.2,19.433,17.433,14.433,24.433,19.433,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00948.mp4,data/nexar_collision_prediction/train/positive/00948.mp4,0,near_miss,nexar_train_positive_00948,00948.mp4,near_miss,40.334,20.287,19.219,15.287,25.287,20.287,Normal,Clear,Sub-urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00668.mp4,data/nexar_collision_prediction/train/positive/00668.mp4,0,near_miss,nexar_train_positive_00668,00668.mp4,near_miss,40.067,19.767,18.233,14.767,24.767,19.767,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00205.mp4,data/nexar_collision_prediction/train/positive/00205.mp4,1,collision,nexar_train_positive_00205,00205.mp4,collision,39.344,21.146,18.196,16.146,26.146,21.146,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00141.mp4,data/nexar_collision_prediction/train/positive/00141.mp4,1,collision,nexar_train_positive_00141,00141.mp4,collision,40.327,20.619,19.835,15.619,25.619,20.619,Normal,Clear,Highway
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00013.mp4,data/nexar_collision_prediction/train/positive/00013.mp4,1,collision,nexar_train_positive_00013,00013.mp4,collision,39.967,20.567,18.6,15.567,25.567,20.567,Normal,Cloudy,Sub-urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00707.mp4,data/nexar_collision_prediction/train/positive/00707.mp4,0,near_miss,nexar_train_positive_00707,00707.mp4,near_miss,40.627,20.764,18.589,15.764,25.764,20.764,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00289.mp4,data/nexar_collision_prediction/train/positive/00289.mp4,1,collision,nexar_train_positive_00289,00289.mp4,collision,40.233,20.5,19.167,15.5,25.5,20.5,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00528.mp4,data/nexar_collision_prediction/train/positive/00528.mp4,1,collision,nexar_train_positive_00528,00528.mp4,collision,60.0,56.8,55.467,50.0,60.0,56.8,Normal,Clear,Industrial
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00302.mp4,data/nexar_collision_prediction/train/positive/00302.mp4,1,collision,nexar_train_positive_00302,00302.mp4,collision,40.3,19.067,17.5,14.067,24.067,19.067,Normal,Clear,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00004.mp4,data/nexar_collision_prediction/train/positive/00004.mp4,1,collision,nexar_train_positive_00004,00004.mp4,collision,40.067,19.367,19.167,14.367,24.367,19.367,Normal,Cloudy,Urban
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00225.mp4,data/nexar_collision_prediction/train/positive/00225.mp4,1,collision,nexar_train_positive_00225,00225.mp4,collision,40.933,21.05,19.667,16.05,26.05,21.05,Normal,Rain,Other
data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00006.mp4,data/nexar_collision_prediction/train/positive/00006.mp4,1,collision,nexar_train_positive_00006,00006.mp4,collision,39.967,19.233,17.133,14.233,24.233,19.233,Normal,Cloudy,Urban
