idx,path,label,obj_score_ratio,obj_score_z,obj_energy_ratio,obj_shift_ratio,obj_diff_ratio,obj_peak_time
57,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00097.mp4,1,1807.5169677734375,151.46705627441406,193.73898315429688,105.37942504882812,10.287276268005371,5.906040191650391
58,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00098.mp4,1,1413.6558837890625,24.119443893432617,67.18611145019531,32.10803985595703,5.818859577178955,2.091503381729126
59,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00099.mp4,1,352.6995849609375,14.090203285217285,17.713176727294922,13.14412784576416,5.9491376876831055,6.032786846160889
60,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00100.mp4,0,72790320.0,72790.3203125,89128544.0,58787920.0,115836.671875,3.3333332538604736
61,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00102.mp4,1,8305.599609375,6114.26611328125,25105.84375,356.70806884765625,772.1316528320312,5.199999809265137
62,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00103.mp4,1,1609.1380615234375,39.39564895629883,163.3673095703125,80.07341766357422,100.54718780517578,4.666666507720947
63,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00104.mp4,1,80.71334075927734,12.70455265045166,27.038570404052734,15.260046005249023,8.527722358703613,5.4666666984558105
64,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00105.mp4,1,38815.21875,1343.666748046875,1368.8514404296875,27680098.0,253.51316833496094,4.5333333015441895
65,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00106.mp4,1,9948.125,623.3019409179688,35.147491455078125,56.93064880371094,7.31336784362793,3.200000047683716
66,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00108.mp4,1,1.0,0.0,1.0,1.0,1.0,2.0
67,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00109.mp4,0,62.58317947387695,10.33521842956543,14.767753601074219,13.635498046875,4.7793498039245605,5.733333110809326
68,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00110.mp4,1,17.216773986816406,3.561067581176758,20.069080352783203,16.89628791809082,5.746047019958496,5.484950065612793
69,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00111.mp4,1,4178.45849609375,1325.751953125,3866.667236328125,207.895751953125,61.98321533203125,6.400000095367432
70,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00112.mp4,1,45945564.0,26332.26953125,94485104.0,10334947.0,54468.6953125,4.933333396911621
71,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00114.mp4,1,102.95066833496094,18.81016731262207,17.277570724487305,39.56222152709961,21.083147048950195,2.4000000953674316
72,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00119.mp4,1,180371392.0,53.47022247314453,299214080.0,138479648.0,114821.15625,5.3594770431518555
73,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00121.mp4,1,2737.952880859375,370.003662109375,95.66668701171875,43.65153503417969,9.905574798583984,3.066666603088379
74,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00124.mp4,1,407431744.0,7982.8046875,187483040.0,88622872.0,157009.40625,6.400000095367432
75,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00125.mp4,1,2767.0302734375,94.87862396240234,554.6593627929688,36.92643737792969,13.339700698852539,5.1147541999816895
76,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00128.mp4,1,5012.7578125,28.836238861083984,144.90269470214844,53.195804595947266,71.11530303955078,4.933333396911621
77,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00129.mp4,1,2355.8984375,381.2043762207031,1662.126953125,73.07052612304688,236.2005615234375,5.066666603088379
78,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00130.mp4,1,1839.10009765625,37.782135009765625,2277.039306640625,172.78106689453125,291.66265869140625,4.5333333015441895
79,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00132.mp4,1,247263456.0,5734.560546875,355379360.0,129541304.0,187726.546875,3.7333333492279053
80,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00133.mp4,1,45.17437744140625,9.512547492980957,24.985063552856445,19.41570472717285,3.837967872619629,4.736842155456543
81,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00135.mp4,1,14415.3466796875,90.6480941772461,2356.924072265625,36.0756950378418,28.403730392456055,4.933333396911621
82,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00136.mp4,0,170.31472778320312,95.76768493652344,25.886322021484375,40.936668395996094,5.423710823059082,6.274509906768799
83,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00138.mp4,0,18.378376007080078,5.927494525909424,6.816713809967041,9.618782997131348,3.554529905319214,6.400000095367432
84,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00141.mp4,1,10288.978515625,179.1688232421875,113.87164306640625,157874800.0,135.41421508789062,6.405228614807129
85,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00142.mp4,1,1387.15576171875,60.8366584777832,13.244623184204102,23.85399627685547,3.752521276473999,4.81605339050293
86,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00144.mp4,1,544.9765014648438,9.207833290100098,2765.1923828125,19.33024024963379,95.9139404296875,4.666666507720947
87,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00145.mp4,1,1867.0404052734375,1503.8160400390625,150.81109619140625,38.04883575439453,23.48299789428711,5.066666603088379
88,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00147.mp4,1,436.9269714355469,88.82278442382812,30.913957595825195,30.372333526611328,5.245909690856934,4.933333396911621
89,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00148.mp4,1,945.0625,10.24686050415039,122.62787628173828,11.239084243774414,11.115778923034668,4.133333206176758
90,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00149.mp4,1,409.1181335449219,78.39485931396484,24.31910514831543,8.55405330657959,2.6907875537872314,4.800000190734863
91,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00151.mp4,1,334958528.0,131.28440856933594,239064176.0,54750272.0,105516.1796875,2.0066890716552734
92,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00152.mp4,1,662.334716796875,99.09532165527344,22.628150939941406,21.013059616088867,14.838394165039062,4.967320442199707
93,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00153.mp4,1,277.9564514160156,22.033580780029297,20.87578010559082,10.753185272216797,4.303771018981934,5.083611965179443
94,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00155.mp4,1,8967.685546875,291.75970458984375,36.87952423095703,133530856.0,11.397480964660645,7.843137264251709
95,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00157.mp4,1,363.1202697753906,68.89949798583984,29.756614685058594,37.077003479003906,4.42255973815918,2.091503381729126
96,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00158.mp4,0,51.28994369506836,12.762308120727539,19.27822494506836,14.53416919708252,4.795397758483887,2.133333444595337
97,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00162.mp4,1,59.675601959228516,24.539567947387695,10.884607315063477,13.617901802062988,6.335844039916992,5.599999904632568
98,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00163.mp4,1,4711.15185546875,38.89482879638672,771.1636352539062,26.304561614990234,51.707489013671875,4.387096881866455
99,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00164.mp4,0,1.0,0.0,1.0,1.0,1.0,2.0
100,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00166.mp4,1,4069.798095703125,1928.6048583984375,715.6824951171875,37.16217803955078,14.11604118347168,4.983606338500977
101,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00167.mp4,1,56491.32421875,11646.6162109375,390.2101745605469,32.48773193359375,11.131832122802734,2.6666667461395264
102,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00168.mp4,1,761.6288452148438,49.678253173828125,54.70661926269531,8.833074569702148,9.044455528259277,2.799999952316284
103,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00169.mp4,1,85.6944351196289,13.450082778930664,9.009678840637207,25.736841201782227,6.737211227416992,5.806451797485352
104,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00171.mp4,1,4824.17041015625,547.4522094726562,46.38142395019531,18.015785217285156,3.332733154296875,3.5999999046325684
105,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00172.mp4,1,267.0643310546875,19.066444396972656,33.88887023925781,7.577103137969971,6.798927307128906,4.933333396911621
106,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00173.mp4,1,393.5697021484375,19.446853637695312,31.33233070373535,68.04316711425781,11.268411636352539,4.666666507720947
107,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00174.mp4,1,2613.25439453125,353.0569152832031,45.80089569091797,38.441158294677734,37.025936126708984,4.800000190734863
108,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00177.mp4,0,535522.8125,242934.875,56207.02734375,854.0823364257812,1193.8077392578125,4.800000190734863
109,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00179.mp4,1,856.3401489257812,323.7765808105469,3274.14208984375,218.28982543945312,109.18388366699219,5.199999809265137
110,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00180.mp4,1,38328168.0,376.6136779785156,203729472.0,18544998.0,39353.9140625,5.066666603088379
111,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00184.mp4,1,46482004.0,800.3948364257812,217042720.0,34107436.0,154712.03125,5.199999809265137
112,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00187.mp4,0,587.2999267578125,125.94227600097656,75.24197387695312,36.86420822143555,3.3629965782165527,5.3594770431518555
113,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00188.mp4,1,648.4976196289062,133.0904541015625,195.2997283935547,294.85540771484375,10.115202903747559,5.01694917678833
114,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00189.mp4,1,56.8879280090332,15.577933311462402,14.58556842803955,14.924457550048828,6.323570251464844,2.0066890716552734
115,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00192.mp4,1,1879.32470703125,60.113338470458984,49.92562484741211,20.039339065551758,9.987340927124023,5.199999809265137
116,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00194.mp4,0,408.88421630859375,481.0916442871094,103.70526885986328,52.83755874633789,4.626497268676758,4.852458953857422
117,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00195.mp4,1,2763.328125,92.79316711425781,2146.3447265625,28.650943756103516,33.63159942626953,5.066666603088379
118,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00199.mp4,1,4390.49365234375,273.669677734375,72.93386840820312,28.961467742919922,3.3213820457458496,4.933333396911621
119,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00200.mp4,0,1644.87353515625,723.5612182617188,675.9891357421875,53.709869384765625,28.444446563720703,3.2679738998413086
120,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00201.mp4,1,1830.8328857421875,78.9276123046875,107.63711547851562,30.345985412597656,8.869571685791016,6.933333396911621
121,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00202.mp4,1,94.5390625,16.615991592407227,23.790897369384766,14.948257446289062,33.100303649902344,5.866666793823242
122,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00205.mp4,1,770.8460083007812,98.11600494384766,68.432861328125,17.372840881347656,7.799407958984375,4.852458953857422
123,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00207.mp4,1,724.6328125,22.0801944732666,262.7854919433594,9.375043869018555,6.61501407623291,4.933333396911621
124,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00209.mp4,1,268.32476806640625,71.99935150146484,151.2468719482422,49.78339385986328,4.1791462898254395,5.199999809265137
125,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00210.mp4,1,244.18338012695312,47.79117965698242,28.440080642700195,11.16429615020752,4.567724704742432,5.333333492279053
126,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00213.mp4,1,288.5373840332031,177.1727752685547,2228.07275390625,66.71150970458984,215.24810791015625,4.81605339050293
127,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00216.mp4,1,94711.4765625,1467.7098388671875,455.2791442871094,53.59074020385742,16.479541778564453,4.666666507720947
128,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00217.mp4,1,11243.884765625,4136.82958984375,12766.0048828125,530.7681884765625,975.73388671875,6.133333206176758
129,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00218.mp4,0,537920.375,24336.548828125,12084.8388671875,137.8270263671875,72.57389068603516,5.333333492279053
130,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00222.mp4,1,273.5092468261719,318.4679260253906,50.43095779418945,16.039752960205078,24.43732261657715,5.066666603088379
131,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00223.mp4,1,918.884033203125,30.261823654174805,32.215782165527344,24.470375061035156,7.199679851531982,5.199999809265137
132,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00225.mp4,1,1948.755859375,26.559648513793945,1453.719970703125,19.462268829345703,10.071494102478027,2.5333333015441895
133,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00226.mp4,1,102.99153900146484,8.92933464050293,2793.0751953125,16.332229614257812,25.680904388427734,2.0
134,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00227.mp4,1,1968.6964111328125,1208.57275390625,142.3300018310547,95.341064453125,23.848875045776367,5.199999809265137
135,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00228.mp4,1,96.12955474853516,33.824222564697266,23.93213653564453,20.91875457763672,7.554959774017334,4.836601257324219
136,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00232.mp4,1,50215912.0,50215.91015625,86071672.0,1.0,24928.29296875,5.199999809265137
137,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00233.mp4,1,253.02452087402344,76.08406829833984,18.111679077148438,24.341108322143555,9.231911659240723,5.066666603088379
138,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00234.mp4,1,2102.83056640625,312.5513916015625,3180.5888671875,60615912.0,430.92919921875,4.400000095367432
139,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00235.mp4,1,4068.771484375,12.838638305664062,3174.76416015625,23.06873893737793,23.329002380371094,4.0
140,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00236.mp4,0,137284.328125,137.2833251953125,12120014.0,1.0,9904.4375,6.133333206176758
141,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00237.mp4,1,1055.67724609375,370.5345764160156,1000.4284057617188,7.280764579772949,103.57828521728516,4.933333396911621
142,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00238.mp4,1,1420.8046875,543.0701293945312,578.9395141601562,30.74825668334961,35.916259765625,3.866666555404663
143,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00240.mp4,1,95.54112243652344,19.27164649963379,60.47850799560547,9.26235294342041,6.611617565155029,2.091503381729126
144,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00244.mp4,1,35557624.0,132.56622314453125,269851200.0,33358232.0,159545.546875,2.451612949371338
145,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00245.mp4,1,181.96812438964844,16.756929397583008,12.316940307617188,6.753520965576172,4.130824565887451,5.066666603088379
146,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00247.mp4,1,7352.9892578125,788.486328125,108.1761245727539,36.18247604370117,5.783905982971191,5.751634120941162
147,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00250.mp4,1,321.1925354003906,92.82782745361328,421.51190185546875,50.55474090576172,53.27397155761719,2.4000000953674316
148,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00251.mp4,0,97.84793090820312,13.117412567138672,6.800528049468994,13.040135383605957,10.07316780090332,6.849315166473389
149,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00254.mp4,1,3019.533935546875,84.16870880126953,22.307514190673828,48.449527740478516,4.862649440765381,3.3333332538604736
150,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00255.mp4,1,1427.12353515625,118.78427124023438,39.92781066894531,22.361757278442383,4.456141948699951,5.333333492279053
151,data/processed_positive/processed/event_clips/nexar/train/positive/nexar_train_positive_00259.mp4,0,501.4110107421875,45.11159896850586,38.70283889770508,14.89074420928955,3.2261343002319336,3.529411792755127
